"cluster","n","emission_per_km2","so2_per_capita","nox_per_capita","plants_total","dust_reduction_share","gas_reduction_share","retained_dust_per_plant","retained_gas_per_plant"
"1",13,441.788461538462,2.14615384615385,2.56153846153846,118.153846153846,0.560894203661233,0.162780799543615,3397.00412094882,993.639161415591
"2",3,1412.44666666667,8.46666666666667,10.5,88,0.575792336318652,0.134492700282174,28535.0999325236,3142.67228356439
